"AVG_TIMESTAMP","DISTANCE","LAT_1","LON_1","LAT_2","LON_2"
"1433640084222","0.4830344947772818","52.0611354","4.4134579","52.0651192","4.4162563"
"1433640076222","0.4830344947772818","52.0611354","4.4134579","52.0651192","4.4162563"
"1433640068722","0.483052192129219","52.0611352","4.413458","52.0651192","4.4162563"
"1433640060722","0.483052192129219","52.0611352","4.413458","52.0651192","4.4162563"
"1433640053222","0.48300793578885143","52.0611355","4.4134585","52.0651192","4.4162563"
"1433640045722","0.4830692042698643","52.0611349","4.4134585","52.0651192","4.4162563"
"1433640038222","0.48316110972229065","52.061134","4.4134585","52.0651192","4.4162563"
"1433640030722","0.4832659537556445","52.061133","4.4134584","52.0651192","4.4162563"
"1433640022722","0.4832836554138148","52.0611328","4.4134585","52.0651192","4.4162563"
"1433640015222","0.4833347178363516","52.0611323","4.4134585","52.0651192","4.4162563"
"1433640007722","0.48333744046028193","52.0611323","4.4134584","52.0651192","4.4162563"
"1433639999722","0.48339599407444545","52.0611317","4.4134585","52.0651192","4.4162563"
"1433639991722","0.48343684570724094","52.0611313","4.4134585","52.0651192","4.4162563"
"1433639984222","0.48348791115524187","52.0611308","4.4134585","52.0651192","4.4162563"
"1433639976222","0.4835491910245262","52.0611302","4.4134585","52.0651192","4.4162563"
"1433639968722","0.4835546339385715","52.0611302","4.4134583","52.0651192","4.4162563"
"1433639960722","0.4835852740712318","52.0611299","4.4134583","52.0651192","4.4162563"
"1433639953222","0.48363362072946725","52.0611294","4.4134584","52.0651192","4.4162563"
"1433639945222","0.4836540482039297","52.0611292","4.4134584","52.0651192","4.4162563"
"1433639937722","0.4836744758410508","52.061129","4.4134584","52.0651192","4.4162563"
"1433639929722","0.48370783823413027","52.0611287","4.4134583","52.0651192","4.4162563"
"1433639922222","0.4837105589514076","52.0611287","4.4134582","52.0651192","4.4162563"
"1433639914722","0.48372826615767345","52.0611285","4.4134583","52.0651192","4.4162563"
"1433639906722","0.48374120072586446","52.0611284","4.4134582","52.0651192","4.4162563"
"1433639898722","0.4837589083462052","52.0611282","4.4134583","52.0651192","4.4162563"
"1433639890722","0.4837922711547734","52.0611279","4.4134582","52.0651192","4.4162563"
"1433639883222","0.48377184286312636","52.0611281","4.4134582","52.0651192","4.4162563"
"1433639875722","0.4837745633180229","52.0611281","4.4134581","52.0651192","4.4162563"
"1433639867722","0.4838126996087273","52.0611277","4.4134582","52.0651192","4.4162563"
"1433639859722","0.48382291389705606","52.0611276","4.4134582","52.0651192","4.4162563"
"1433639851722","0.48383040819583234","52.0611275","4.4134583","52.0651192","4.4162563"
"1433639844222","0.48382291389705606","52.0611276","4.4134582","52.0651192","4.4162563"
"1433639836222","0.48375346773096617","52.0611282","4.4134585","52.0651192","4.4162563"
"1433639828722","0.48374530742214356","52.0611282","4.4134588","52.0651192","4.4162563"
"1433639821222","0.48370172993309657","52.0611286","4.4134589","52.0651192","4.4162563"
"1433639813222","0.483691515646537","52.0611287","4.4134589","52.0651192","4.4162563"
"1433639805222","0.48370172993309657","52.0611286","4.4134589","52.0651192","4.4162563"
"1433639797722","0.483722158628564","52.0611284","4.4134589","52.0651192","4.4162563"
"1433639789722","0.48371194426067543","52.0611285","4.4134589","52.0651192","4.4162563"
"1433639781722","0.483722158628564","52.0611284","4.4134589","52.0651192","4.4162563"
"1433639774222","0.4837167187665081","52.0611284","4.4134591","52.0651192","4.4162563"
"1433639766222","0.4837528019705655","52.0611281","4.4134589","52.0651192","4.4162563"
"1433639764196","0.47541500727001923","52.0611452","4.41371","52.0651192","4.4162563"
"1433639745222","0.4837555218526206","52.0611281","4.4134588","52.0651192","4.4162563"
"1433639737722","0.4837555218526206","52.0611281","4.4134588","52.0651192","4.4162563"
"1433639730222","0.4837528019705655","52.0611281","4.4134589","52.0651192","4.4162563"
"1433639722722","0.483783445676432","52.0611278","4.4134589","52.0651192","4.4162563"
"1433639715222","0.48377595083380476","52.0611279","4.4134588","52.0651192","4.4162563"
"1433639707722","0.48377323106737935","52.0611279","4.4134589","52.0651192","4.4162563"
"1433639699722","0.48377323106737935","52.0611279","4.4134589","52.0651192","4.4162563"
"1433639692222","0.4837780065024928","52.0611278","4.4134591","52.0651192","4.4162563"
"1433639684722","0.4837677917792277","52.0611279","4.4134591","52.0651192","4.4162563"
"1433639676722","0.4837623528195756","52.0611279","4.4134593","52.0651192","4.4162563"
"1433639668722","0.4837446428166258","52.0611281","4.4134592","52.0651192","4.4162563"
"1433639660722","0.4837677917792277","52.0611279","4.4134591","52.0651192","4.4162563"
"1433639653222","0.4837677917792277","52.0611279","4.4134591","52.0651192","4.4162563"
"1433639645222","0.4837473624539832","52.0611281","4.4134591","52.0651192","4.4162563"
"1433639637222","0.48377323106737935","52.0611279","4.4134589","52.0651192","4.4162563"
"1433639629722","0.48377323106737935","52.0611279","4.4134589","52.0651192","4.4162563"
"1433639621722","0.48377595083380476","52.0611279","4.4134588","52.0651192","4.4162563"
"1433639613722","0.483783445676432","52.0611278","4.4134589","52.0651192","4.4162563"
"1433639606222","0.4837780065024928","52.0611278","4.4134591","52.0651192","4.4162563"
"1433639598722","0.48378822126607","52.0611277","4.4134591","52.0651192","4.4162563"
"1433639591222","0.48381408974367845","52.0611275","4.4134589","52.0651192","4.4162563"
"1433639583722","0.48382636154758774","52.0611273","4.4134592","52.0651192","4.4162563"
"1433639575722","0.4838447341726693","52.0611272","4.4134589","52.0651192","4.4162563"
"1433639567722","0.48385494906354476","52.0611271","4.4134589","52.0651192","4.4162563"
"1433639559722","0.4838447341726693","52.0611272","4.4134589","52.0651192","4.4162563"
"1433639552222","0.4838576683706314","52.0611271","4.4134588","52.0651192","4.4162563"
"1433639544222","0.48389852810421696","52.0611267","4.4134588","52.0651192","4.4162563"
"1433639536222","0.48391690069181376","52.0611266","4.4134585","52.0651192","4.4162563"
"1433639528222","0.4839352737118744","52.0611265","4.4134582","52.0651192","4.4162563"
"1433639520722","0.483937993247747","52.0611265","4.4134581","52.0651192","4.4162563"
